candidateId,strategyVariantId,runs,scenarioCount,avgScore,medianScore,p10Score,p90Score,completionRate,avgSurvivalTimeSeconds,avgLevel,avgKills,avgDamageTaken,damageWindowPassRate,avgDamageWindowViolationCount,avgMaxDamageWindowRatio,damageSafetyPenalty,scoreStdDev,consistencyScore,generalFitnessScore
search_candidate_000065_42d302ac,random-phased,240,240,852.9833,725,409.9,1598.1,0.2458,92.9602,2.9125,42.5083,112.6625,0.025,1.6583,0.7255,15201.8708,463.5491,178.1255,-13505.344
search_candidate_000165_bd8e2961,random-phased,240,240,972.3083,945,547.7,1491.2,0.625,113.7708,3.2167,44.6042,98.4417,0.0042,2.2875,0.4482,15973.2083,354.099,370.6505,-13536.0598
search_candidate_000212_eff94c61,random-phased,240,240,833.8458,648,382.8,1640.5,0.1667,89.7406,2.8208,42.6292,111.2417,0.0167,1.5917,0.7654,15079.35,497.8307,133.8847,-13548.1636
centered_candidate_000120_26b81f79,centered-gaussian,240,240,866.5542,714.5,459.8,1529.2,0.2708,101.2575,3.0583,41.5333,114.3583,0.0208,1.6625,0.7406,15327.5625,417.6156,250.9922,-13548.6081
search_candidate_000123_bcdeaab1,random-phased,240,240,794.3208,646,385.8,1448.5,0.175,92.6342,2.6292,39.9042,110.7125,0.0417,1.5875,0.7598,15073.9417,438.5019,166.549,-13560.6812
search_candidate_000204_b91b3136,random-phased,240,240,855.7,706.5,425,1570,0.225,94.2994,2.9167,42.1875,110.2333,0.0167,1.6708,0.7342,15332.7542,446.3429,201.8285,-13648.0727
search_candidate_000111_ab457d1d,random-phased,240,240,876.4375,754.5,392.7,1567,0.2083,92.6433,3.1792,42.1958,112.7375,0.0208,1.6917,0.7232,15396.6,464.3536,160.5232,-13713.2899
search_candidate_000126_91ec896f,random-phased,240,240,905.5042,812.5,437.8,1491,0.3292,99.8335,3.075,43.4542,106.6042,0.0167,1.8583,0.6577,15656.55,428.4745,223.5628,-13751.0841
search_candidate_000077_5e240fee,random-phased,240,240,977.1417,927.5,532.8,1502.3,0.5833,113.2112,3.2292,44.9958,98.5833,0.0042,2.2667,0.474,16171.8208,372.0707,346.7647,-13795.77
search_candidate_000182_2db6796e,random-phased,240,240,783.6208,658.5,374,1389.2,0.1875,91.7063,2.45,41,109.8958,0.0208,1.675,0.7361,15359.7083,412.3802,167.8099,-13842.6135
search_candidate_000056_e406268a,random-phased,240,240,960.3417,881.5,409.9,1620.5,0.4417,103.8883,3.3542,45.1292,106.5083,0.0125,2.0875,0.563,15924.8125,469.778,175.011,-13848.0898
search_candidate_000145_b5e43f56,random-phased,240,240,906.3167,873.5,421.9,1492.8,0.4,101.2173,3.2,42.6208,106.3917,0.0042,2.0375,0.5815,15945.2458,440.5346,201.6327,-13952.7661
centered_candidate_000210_9d5a5baa,centered-gaussian,240,240,793.7333,649.5,392.4,1465.7,0.1,92.4804,2.9083,38.9917,119.7833,0.0042,1.5167,0.8552,15401.4,430.103,177.3485,-13955.0173
search_candidate_000109_eca2bda5,random-phased,240,240,791.8417,643,367.9,1463.4,0.1667,92.9215,2.4708,41.1042,112.3708,0.0042,1.6458,0.7729,15470.1625,416.4952,159.6524,-13979.1332
search_candidate_000168_56e752ae,random-phased,240,240,1005.6583,918.5,482.9,1691.2,0.525,108.5527,3.3667,46.8625,102.3917,0.0125,2.2,0.5266,16282.0625,444.1614,260.8193,-13994.6664
search_candidate_000051_1ff235a1,random-phased,240,240,818.9542,679,362.8,1632.4,0.1875,89.8923,2.7833,41.2583,112.8417,0.025,1.6875,0.7433,15534.7542,480.8757,122.3622,-13994.7351
search_candidate_000141_49a3fea2,random-phased,240,240,846.5958,654.5,380.4,1636.1,0.175,91.5727,2.7625,43.225,111.4042,0.0167,1.7083,0.7273,15552.9917,518.6163,121.0918,-14003.5491
search_candidate_000131_6cb404b3,random-phased,240,240,808.8625,600.5,363.9,1643.8,0.1333,88.141,2.7333,41.2833,113.4792,0.0125,1.6167,0.7868,15500.4292,496.4242,115.6879,-14066.1482
search_candidate_000084_bd023352,random-phased,240,240,747.425,618.5,351.3,1353.8,0.125,88.6181,2.4417,38.6667,113.5667,0.0125,1.6042,0.7867,15473.9792,401.6539,150.4731,-14091.5949
search_candidate_000070_94a9a539,random-phased,240,240,828.5125,673.5,377.9,1527.8,0.15,88.9679,2.8917,41.7667,115.3875,0.0167,1.65,0.776,15625.3417,471.3746,142.2127,-14102.0341
search_candidate_000129_d9ebd505,random-phased,240,240,797.9375,673,356.9,1489.2,0.1792,89.4515,2.7,40.5292,113.3083,0.0125,1.6833,0.7583,15610.9917,455.6001,129.1,-14102.9875
search_candidate_000199_1f03d3fe,random-phased,240,240,782.575,614.5,365.8,1531,0.1625,89.3902,2.6417,40.1458,115.7583,0.0042,1.6542,0.7693,15582.7583,437.5979,147.0011,-14125.3129
search_candidate_000078_c54ad143,random-phased,240,240,825.6542,620,381,1602.2,0.1292,86.64,2.9042,41.5917,115.3625,0.0208,1.65,0.77,15611.2375,507.8155,127.0923,-14143.1798
search_candidate_000035_52fbe7cf,random-phased,240,240,803.3042,661.5,365.7,1464,0.15,89.7815,2.6292,41.5583,112.9542,0.0208,1.6833,0.7531,15669.6125,448.6814,141.3593,-14182.7346
search_candidate_000023_4675bff0,random-phased,240,240,763.4417,631.5,383.9,1409.4,0.1542,88.8344,2.5792,38.9167,113.1458,0.0167,1.6417,0.7728,15643.2875,403.7721,182.0139,-14183.5636
search_candidate_000107_71b0d550,random-phased,240,240,742.1917,571.5,334.3,1434.3,0.0875,86.6321,2.4958,38.6458,117.2792,0.0167,1.575,0.8111,15503.2375,424.9191,121.8404,-14205.3397
search_candidate_000055_84b982df,random-phased,240,240,804.7458,661,372.7,1453.3,0.1667,89.1413,2.8333,39.7167,113.3167,0.0083,1.7042,0.7575,15767.5,440.523,152.4385,-14255.5321
search_candidate_000130_99c5451c,random-phased,240,240,751.8042,533.5,287.9,1591.8,0.0833,77.5944,2.8042,38.5,118.0625,0.0042,1.5625,0.8291,15542.5917,527.4872,24.1564,-14315.8816
search_candidate_000082_f69c3811,random-phased,240,240,788.0208,666.5,378.6,1376,0.1917,92.1054,2.6208,40.2583,115.4667,0.0042,1.7417,0.7471,15856.1167,390.226,183.487,-14318.3444
search_candidate_000026_815b552b,random-phased,240,240,794.6958,604.5,367.3,1555.7,0.1125,84.2929,2.9375,39.6708,117.7125,0.0042,1.6208,0.7985,15761.0917,478.6573,127.9714,-14353.5373
search_candidate_000022_40bc394d,random-phased,240,240,780.7625,589,363.4,1527.4,0.1,84.2115,2.75,40.0583,117.025,0.0042,1.6208,0.7953,15725.0208,478.3494,124.2253,-14354.7082
search_candidate_000180_22e3b328,random-phased,240,240,781.0333,626.5,359.9,1495.7,0.1042,84.976,2.7542,39.6708,116.0875,0.0208,1.65,0.7916,15752.2417,468.3339,125.733,-14359.5384
search_candidate_000045_2d2360ab,random-phased,240,240,741.0833,596,312.7,1378.1,0.0917,80.6144,2.7625,37.475,119.3792,0.0083,1.6083,0.8064,15741.3292,444.0201,90.69,-14449.2232
search_candidate_000041_0b426128,random-phased,240,240,688.8333,542,285.8,1267.1,0.05,76.1804,2.6375,35.2375,119.0667,0.0083,1.5333,0.8474,15612.1458,432.7704,69.4148,-14460.2266
search_candidate_000202_4e8a398b,random-phased,240,240,757.1417,589,341,1406.3,0.1125,84.111,2.7,38.4583,117.0458,0.0125,1.6792,0.7795,15908.3792,433.0419,124.479,-14558.0459
search_candidate_000074_bb4c61c0,random-phased,240,240,807.1125,629.5,397.7,1502.1,0.1333,89.0569,2.9333,39.8667,121.1208,0.0083,1.7417,0.7543,16058.275,445.2249,175.0876,-14573.9641
search_candidate_000190_aa529e29,random-phased,240,240,777.0083,608.5,326.5,1520.6,0.1167,85.1396,2.7833,39.3167,116.7625,0,1.6708,0.8002,15956.9583,466.5994,93.2003,-14591.1532
search_candidate_000106_1411aa21,random-phased,240,240,800.125,639.5,369,1478.7,0.1375,86.7921,2.8458,40.4042,116.7792,0.0083,1.7167,0.7751,16061.1917,461.353,138.3235,-14600.8873
search_candidate_000040_4895d82d,random-phased,240,240,736.3625,575,342.2,1415.3,0.0792,82.9902,2.6625,37.5208,119.6083,0.0083,1.65,0.8006,15940.1583,431.2146,126.5927,-14649.6121
search_candidate_000185_3e56a3f9,random-phased,240,240,766.8417,635,367.8,1373.5,0.1,84.131,2.7875,38.7917,117.1917,0.0083,1.6792,0.7981,16044.6333,438.0871,148.7565,-14653.6691
search_candidate_000164_99d3107b,random-phased,240,240,797.8125,614,380.6,1502.6,0.1208,85.8608,2.9042,40.1625,118.2208,0.0125,1.7167,0.7765,16123.6583,456.3005,152.4497,-14684.7926
search_candidate_000018_85b09e36,random-phased,240,240,774.3458,650.5,392.2,1328.9,0.1667,94.7169,2.7792,37.6042,118.9875,0.0042,1.8333,0.7345,16192.9625,383.3502,200.5249,-14689.61
search_candidate_000218_5eff629c,random-phased,240,240,754.8167,585,303.9,1478.9,0.1,84.3137,2.6583,38.4875,116.0333,0.0083,1.6917,0.7848,15987.3,466.2136,70.7932,-14690.1061
search_candidate_000211_fd2b5faf,random-phased,240,240,754.2125,575.5,320.8,1445.4,0.0833,82.6758,2.7333,38.4208,120,0.0042,1.6458,0.8137,16025.7625,457.4815,92.0592,-14735.323
search_candidate_000049_8176e333,random-phased,240,240,754.3333,539.5,349,1545.8,0.0667,80.2181,2.7458,38.5375,117.5833,0.0042,1.6375,0.827,16030.7375,491.2647,103.3677,-14759.0404
