candidateId,strategyVariantId,runs,scenarioCount,bossKillRate,avgExp,medianExp,p10Exp,p90Exp,expStdDev,avgScore,medianScore,p10Score,p90Score,completionRate,avgSurvivalTimeSeconds,avgLevel,avgKills,avgDamageDealt,medianDamageDealt,p10DamageDealt,p90DamageDealt,avgDamageTaken,damageWindowPassRate,avgDamageWindowViolationCount,avgMaxDamageWindowRatio,damageSafetyPenalty,damageDealtStdDev,scoreStdDev,consistencyScore,generalFitnessScore
centered_candidate_000028_1df2cb3a,centered-gaussian,5,5,0.6,5909,7975,1013.6,9595.8,3928.7848,38093.6,51435,8441.4,59799.4,0.6,678.76,45.2,2007.6,237758.4,255338,22410.6,446138.6,300.6,0,4.4,0.4989,30694.8,186676.0398,23683.3016,-950.7924,5909
centered_candidate_000121_a38fbc03,centered-gaussian,5,5,0.6,5668.6,7997,1727.2,8041.6,3162.2944,37159.6,51609,12409.8,52025.6,0.6,668.16,44.8,1965.8,168028,237069,40688.8,251996.6,314.2,0,5,0.5744,33448,100918.2871,19909.2165,146.0528,5668.6
centered_candidate_000060_0a3af99a,centered-gaussian,5,5,0.6,5566.6,8095,1361.4,8281,3326.0882,36740.2,52424,10816.6,53223,0.6,683.16,44.8,1934.8,241198.2,348152,25764.8,404459.8,251.4,0,4.4,0.4708,29643.8,174813.4388,20501.4863,-301.6441,5566.6
centered_candidate_000178_13f40442,centered-gaussian,5,5,0.6,5521.6,8072,844.8,8836,3734.2785,36115.4,52294,7098.8,56215,0.6,651.04,43,1908.8,236752.4,343042,17462.2,404533,274.8,0,4.4,0.5586,30586.6,178413.2837,23083.7315,-1022.3393,5521.6
centered_candidate_000177_1157d13c,centered-gaussian,5,5,0.6,5505.4,8282,564,9033,3978.1847,35657,53409,5138.6,56992.6,0.6,647.88,42.8,1874.8,163192.6,245909,11676.2,274097.6,277.2,0,4.8,0.5564,33140,122955.4574,24496.9081,-1425.0924,5505.4
centered_candidate_000013_cb7614d1,centered-gaussian,5,5,0.6,5477,8184,145.8,9469.8,4362.284,35285,53279,2064.8,59429.2,0.6,618.58,40.4,1861.4,239810.2,355821,4608.4,420349.6,198.8,0,3.2,0.4606,22494,193259.3729,27068.2182,-2035.342,5477
centered_candidate_000085_51cca68c,centered-gaussian,5,5,0.6,5381,8098,920,8311.6,3536.8634,35380.4,52053,7738.2,53378.2,0.6,659.72,42.8,1871.4,145138.8,220583,18997.8,230012.4,337.8,0,5.4,0.445,36185.2,100648.1517,21877.804,-848.4317,5381
centered_candidate_000121_5128a4fc,centered-gaussian,5,5,0.6,5380.6,8135,100.8,9334.8,4331.6882,34695.8,52474,1861,58810,0.6,609.38,39.4,1834.2,252469.6,264038,4173.8,510094,210.8,0,4,0.4739,26446,224712.6763,26880.4254,-2065.0441,5380.6
centered_candidate_000193_dbefb26b,centered-gaussian,5,5,0.6,5365.2,8030,953.6,8259,3500.7094,35264.6,51942,7928.2,53023.6,0.6,667.76,43.2,1853.2,169781,247182,17979,285255.2,274.4,0,4.4,0.5865,30198.2,123618.5892,21669.0656,-796.7547,5365.2
centered_candidate_000015_9f6273fd,centered-gaussian,5,5,0.6,5362.2,8272,289.4,9058,4156.2595,34758.6,53415,3426.8,57120.2,0.6,649.5,41,1830,210004.4,280372,8618.8,394833.8,274.2,0,3.8,0.5388,26720.4,178150.9782,25631.1871,-1788.7298,5362.2
